sequence,obstacles,lux,has_video,required_files
278,2,100,1,dataset/278/optitrack.csv;dataset/278/imu.csv;dataset/278/radar.csv;dataset/278/278.avi
279,2,100,1,dataset/279/optitrack.csv;dataset/279/imu.csv;dataset/279/radar.csv;dataset/279/279.avi
280,2,100,1,dataset/280/optitrack.csv;dataset/280/imu.csv;dataset/280/radar.csv;dataset/280/280.avi
281,2,100,1,dataset/281/optitrack.csv;dataset/281/imu.csv;dataset/281/radar.csv;dataset/281/281.avi
282,2,100,1,dataset/282/optitrack.csv;dataset/282/imu.csv;dataset/282/radar.csv;dataset/282/282.avi
283,2,100,1,dataset/283/optitrack.csv;dataset/283/imu.csv;dataset/283/radar.csv;dataset/283/283.avi
284,2,100,1,dataset/284/optitrack.csv;dataset/284/imu.csv;dataset/284/radar.csv;dataset/284/284.avi
285,2,100,1,dataset/285/optitrack.csv;dataset/285/imu.csv;dataset/285/radar.csv;dataset/285/285.avi
286,2,100,1,dataset/286/optitrack.csv;dataset/286/imu.csv;dataset/286/radar.csv;dataset/286/286.avi
287,2,100,1,dataset/287/optitrack.csv;dataset/287/imu.csv;dataset/287/radar.csv;dataset/287/287.avi
288,2,100,1,dataset/288/optitrack.csv;dataset/288/imu.csv;dataset/288/radar.csv;dataset/288/288.avi
289,2,100,1,dataset/289/optitrack.csv;dataset/289/imu.csv;dataset/289/radar.csv;dataset/289/289.avi
290,2,100,1,dataset/290/optitrack.csv;dataset/290/imu.csv;dataset/290/radar.csv;dataset/290/290.avi
291,2,100,1,dataset/291/optitrack.csv;dataset/291/imu.csv;dataset/291/radar.csv;dataset/291/291.avi
292,2,100,1,dataset/292/optitrack.csv;dataset/292/imu.csv;dataset/292/radar.csv;dataset/292/292.avi
293,2,100,1,dataset/293/optitrack.csv;dataset/293/imu.csv;dataset/293/radar.csv;dataset/293/293.avi
294,2,100,1,dataset/294/optitrack.csv;dataset/294/imu.csv;dataset/294/radar.csv;dataset/294/294.avi
295,2,100,1,dataset/295/optitrack.csv;dataset/295/imu.csv;dataset/295/radar.csv;dataset/295/295.avi
296,2,100,1,dataset/296/optitrack.csv;dataset/296/imu.csv;dataset/296/radar.csv;dataset/296/296.avi
297,2,100,1,dataset/297/optitrack.csv;dataset/297/imu.csv;dataset/297/radar.csv;dataset/297/297.avi
298,2,100,1,dataset/298/optitrack.csv;dataset/298/imu.csv;dataset/298/radar.csv;dataset/298/298.avi
299,2,100,1,dataset/299/optitrack.csv;dataset/299/imu.csv;dataset/299/radar.csv;dataset/299/299.avi
300,2,100,1,dataset/300/optitrack.csv;dataset/300/imu.csv;dataset/300/radar.csv;dataset/300/300.avi
301,2,100,1,dataset/301/optitrack.csv;dataset/301/imu.csv;dataset/301/radar.csv;dataset/301/301.avi
302,2,100,1,dataset/302/optitrack.csv;dataset/302/imu.csv;dataset/302/radar.csv;dataset/302/302.avi
303,2,100,1,dataset/303/optitrack.csv;dataset/303/imu.csv;dataset/303/radar.csv;dataset/303/303.avi
304,2,100,1,dataset/304/optitrack.csv;dataset/304/imu.csv;dataset/304/radar.csv;dataset/304/304.avi
305,2,100,1,dataset/305/optitrack.csv;dataset/305/imu.csv;dataset/305/radar.csv;dataset/305/305.avi
306,2,100,1,dataset/306/optitrack.csv;dataset/306/imu.csv;dataset/306/radar.csv;dataset/306/306.avi
307,2,100,1,dataset/307/optitrack.csv;dataset/307/imu.csv;dataset/307/radar.csv;dataset/307/307.avi
308,2,100,1,dataset/308/optitrack.csv;dataset/308/imu.csv;dataset/308/radar.csv;dataset/308/308.avi
309,2,100,1,dataset/309/optitrack.csv;dataset/309/imu.csv;dataset/309/radar.csv;dataset/309/309.avi
310,2,100,1,dataset/310/optitrack.csv;dataset/310/imu.csv;dataset/310/radar.csv;dataset/310/310.avi
311,2,100,1,dataset/311/optitrack.csv;dataset/311/imu.csv;dataset/311/radar.csv;dataset/311/311.avi
312,2,100,1,dataset/312/optitrack.csv;dataset/312/imu.csv;dataset/312/radar.csv;dataset/312/312.avi
313,2,100,1,dataset/313/optitrack.csv;dataset/313/imu.csv;dataset/313/radar.csv;dataset/313/313.avi
314,2,100,1,dataset/314/optitrack.csv;dataset/314/imu.csv;dataset/314/radar.csv;dataset/314/314.avi
315,2,100,1,dataset/315/optitrack.csv;dataset/315/imu.csv;dataset/315/radar.csv;dataset/315/315.avi
316,2,100,1,dataset/316/optitrack.csv;dataset/316/imu.csv;dataset/316/radar.csv;dataset/316/316.avi
317,2,100,1,dataset/317/optitrack.csv;dataset/317/imu.csv;dataset/317/radar.csv;dataset/317/317.avi
318,2,100,1,dataset/318/optitrack.csv;dataset/318/imu.csv;dataset/318/radar.csv;dataset/318/318.avi
319,2,100,1,dataset/319/optitrack.csv;dataset/319/imu.csv;dataset/319/radar.csv;dataset/319/319.avi
320,2,100,1,dataset/320/optitrack.csv;dataset/320/imu.csv;dataset/320/radar.csv;dataset/320/320.avi
321,2,100,1,dataset/321/optitrack.csv;dataset/321/imu.csv;dataset/321/radar.csv;dataset/321/321.avi
322,2,100,1,dataset/322/optitrack.csv;dataset/322/imu.csv;dataset/322/radar.csv;dataset/322/322.avi
323,2,100,1,dataset/323/optitrack.csv;dataset/323/imu.csv;dataset/323/radar.csv;dataset/323/323.avi
324,2,100,1,dataset/324/optitrack.csv;dataset/324/imu.csv;dataset/324/radar.csv;dataset/324/324.avi
325,2,100,1,dataset/325/optitrack.csv;dataset/325/imu.csv;dataset/325/radar.csv;dataset/325/325.avi
326,2,100,1,dataset/326/optitrack.csv;dataset/326/imu.csv;dataset/326/radar.csv;dataset/326/326.avi
327,2,100,1,dataset/327/optitrack.csv;dataset/327/imu.csv;dataset/327/radar.csv;dataset/327/327.avi
328,2,100,1,dataset/328/optitrack.csv;dataset/328/imu.csv;dataset/328/radar.csv;dataset/328/328.avi
329,2,100,1,dataset/329/optitrack.csv;dataset/329/imu.csv;dataset/329/radar.csv;dataset/329/329.avi
330,2,100,1,dataset/330/optitrack.csv;dataset/330/imu.csv;dataset/330/radar.csv;dataset/330/330.avi
331,2,100,1,dataset/331/optitrack.csv;dataset/331/imu.csv;dataset/331/radar.csv;dataset/331/331.avi
332,2,100,1,dataset/332/optitrack.csv;dataset/332/imu.csv;dataset/332/radar.csv;dataset/332/332.avi
333,2,100,1,dataset/333/optitrack.csv;dataset/333/imu.csv;dataset/333/radar.csv;dataset/333/333.avi
